,sistema_costeiro,bioma,area,populacao,temp_media,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,n_pertence,caatinga,390.434,28860,32.00,8392.80,8732.30,9071.80,9411.30,9750.80,10090.30,10385.00,10813.00,11144.00,11426.00,11776.00,12127.30,12466.80,12806.30,13145.80
,n_pertence,caatinga,227.601,12843,32.00,3752.20,3889.70,4027.20,4164.70,4302.20,4439.70,4570.00,4722.00,4866.00,4969.00,5134.00,5264.70,5402.20,5539.70,5677.20
,n_pertence,caatinga,1264.532,26439,32.00,4365.60,4540.30,4715.00,4889.70,5064.40,5239.10,5448.00,5553.00,5752.00,5930.00,6133.00,6287.30,6462.00,6636.70,6811.40
,pertence,mata_atlantica,213.750,23852,32.00,8320.00,8628.20,8936.40,9244.60,9552.80,9861.00,10236.00,10460.00,10741.00,10968.00,11523.00,11710.20,12018.40,12326.60,12634.80
,n_pertence,caatinga,475.184,29472,32.00,7174.20,7548.40,7922.60,8296.80,8671.00,9045.20,9352.00,9839.00,10223.00,10565.00,10860.00,11290.40,11664.60,12038.80,12413.00
,n_pertence,caatinga_mata_atlantica,151.450,7227,32.00,922.80,997.90,1073.00,1148.10,1223.20,1298.30,1391.00,1425.00,1517.00,1612.00,1673.00,1748.90,1824.00,1899.10,1974.20
,n_pertence,caatinga,318.709,10314,32.00,2334.00,2420.20,2506.40,2592.60,2678.80,2765.00,2850.00,2939.00,3025.00,3107.00,3197.00,3282.20,3368.40,3454.60,3540.80
,n_pertence,mata_atlantica,287.683,52587,32.00,13903.20,14330.40,14757.60,15184.80,15612.00,16039.20,16323.00,17036.00,17387.00,17762.00,18096.00,18602.40,19029.60,19456.80,19884.00
,n_pertence,caatinga,25.704,47088,32.00,9042.80,9657.90,10273.00,10888.10,11503.20,12118.30,12612.00,13230.00,14316.00,14715.00,14945.00,15808.90,16424.00,17039.10,17654.20
,n_pertence,mata_atlantica,137.321,13856,32.00,3498.60,3583.80,3669.00,3754.20,3839.40,3924.60,4022.00,4074.00,4191.00,4258.00,4356.00,4435.80,4521.00,4606.20,4691.40
,n_pertence,caatinga,295.765,31103,32.00,5472.60,5968.50,6464.40,6960.30,7456.20,7952.10,8305.00,8933.00,9716.00,9988.00,10257.00,10927.50,11423.40,11919.30,12415.20
,n_pertence,caatinga,191.518,15232,32.00,2955.60,3120.40,3285.20,3450.00,3614.80,3779.60,3941.00,4113.00,4274.00,4441.00,4601.00,4768.40,4933.20,5098.00,5262.80
,n_pertence,caatinga,950.474,27793,32.00,3573.20,3811.40,4049.60,4287.80,4526.00,4764.20,5018.00,5217.00,5469.00,5745.00,5945.00,6193.40,6431.60,6669.80,6908.00
,n_pertence,caatinga,189.509,8266,32.00,3240.00,3337.70,3435.40,3533.10,3630.80,3728.50,3817.00,3937.00,4026.00,4108.00,4220.00,4314.70,4412.40,4510.10,4607.80
,n_pertence,caatinga,335.482,18835,32.00,3536.80,3761.80,3986.80,4211.80,4436.80,4661.80,4879.00,5117.00,5343.00,5565.00,5780.00,6011.80,6236.80,6461.80,6686.80
,n_pertence,caatinga,476.039,9572,32.00,2136.00,2224.50,2313.00,2401.50,2490.00,2578.50,2655.00,2771.00,2853.00,2916.00,3025.00,3109.50,3198.00,3286.50,3375.00
,n_pertence,caatinga,73.631,7526,32.00,2183.00,2259.70,2336.40,2413.10,2489.80,2566.50,2647.00,2716.00,2798.00,2867.00,2955.00,3026.70,3103.40,3180.10,3256.80
,n_pertence,caatinga,196.325,21172,32.00,5311.00,5576.50,5842.00,6107.50,6373.00,6638.50,6857.00,7189.00,7494.00,7712.00,7923.00,8231.50,8497.00,8762.50,9028.00
,n_pertence,mata_atlantica,228.017,32897,32.00,7014.00,7195.40,7376.80,7558.20,7739.60,7921.00,8113.00,8298.00,8424.00,8644.00,8847.00,9009.40,9190.80,9372.20,9553.60
,n_pertence,mata_atlantica,335.942,140389,32.00,37053.00,38174.20,39295.40,40416.60,41537.80,42659.00,43859.00,45036.00,45822.00,46826.00,48570.00,49386.20,50507.40,51628.60,52749.80
,n_pertence,mata_atlantica,110.815,14789,32.00,2071.60,2358.80,2646.00,2933.20,3220.40,3507.60,3548.00,4343.00,4436.00,4727.00,4792.00,5230.80,5518.00,5805.20,6092.40
,n_pertence,amazonia,5805.159,104047,33.00,25982.51,27539.88,30013.37,31553.18,35349.94,37432.93,41166.25,47459.07,53291.07,56658.05,65177.36,59455.41,59011.34,61501.73,0.00
,n_pertence,cerrado,371.338,5905,33.00,463.63,662.49,785.43,866.00,1104.26,1384.64,1511.56,1703.20,1739.06,1734.95,1839.64,1684.35,1749.62,1783.23,1900.56
,pertence,amazonia,442.292,11581,33.00,1730.36,1914.48,2104.73,2199.31,2507.53,2652.92,2894.22,3252.53,3535.96,3655.55,4335.99,4240.50,4328.14,4306.05,4419.37
,pertence,amazonia,1167.964,21851,33.00,2772.44,2989.48,3140.77,3541.54,3909.22,4485.11,4947.50,5556.48,6192.82,6275.61,7245.75,6828.22,7104.04,7136.61,7636.97
,n_pertence,cerrado,1942.121,23952,33.00,1756.18,2276.14,2886.72,3316.73,4040.59,4678.20,5361.49,5851.10,6224.64,6521.34,7418.27,6908.41,6973.62,6861.29,7331.84
,n_pertence,amazonia,524.374,11063,33.00,1223.75,1251.63,1304.79,1373.17,1514.23,1548.56,1679.90,1817.34,1874.78,2065.02,2569.80,2307.80,2349.13,2366.34,2522.49
,n_pertence,cerrado,392.750,24599,33.00,3240.40,3700.12,4171.65,4719.10,5471.45,5679.95,6360.18,7132.83,7723.27,8067.17,9850.16,9426.87,9572.06,9808.95,10483.31
,n_pertence,amazonia,1875.901,31057,33.00,3098.30,3415.27,3877.83,4335.60,4970.47,5279.89,5998.32,6734.82,7416.03,8313.24,10228.41,9389.42,9538.78,9679.58,10394.70
,n_pertence,cerrado,11127.384,11233,33.00,1534.47,1618.44,1810.61,1936.78,2214.40,2247.59,2624.12,3370.49,3690.40,4159.35,4635.99,4486.90,4685.78,4977.86,5367.60
,n_pertence,amazonia,502.402,6431,33.00,423.65,491.39,551.71,875.65,1110.55,1170.78,1312.78,1500.39,1694.80,1765.26,2096.98,2044.93,2142.76,2105.85,2268.12
,n_pertence,amazonia_cerrado,7439.615,37932,33.00,3093.58,4217.34,4489.60,5186.42,5958.63,6611.36,7462.89,8333.48,8939.19,9770.82,11434.43,11385.54,11626.64,12154.68,12791.62
,pertence,amazonia,940.489,25291,33.00,2594.08,3376.80,3675.41,4021.33,4606.65,4924.27,5351.32,6120.94,6878.22,7243.71,8799.68,8314.50,8307.97,8458.06,8870.84
,n_pertence,cerrado,608.903,13939,33.00,1539.22,1851.04,2291.08,2651.98,3261.45,3422.72,3883.32,4291.66,4618.67,4803.48,5427.68,5169.97,5412.74,5655.45,6136.49
,pertence,amazonia,341.120,14959,33.00,848.14,1199.93,1278.18,1519.28,2087.42,2236.99,2557.61,2937.27,3284.83,3385.00,4169.67,4036.81,4193.74,4240.37,4622.21
,n_pertence,amazonia,805.194,13973,33.00,752.74,775.28,895.16,1231.68,1429.05,1508.43,1656.87,1937.35,2259.40,2321.30,2769.71,2506.54,2454.02,2428.63,2649.17
,pertence,caatinga_cerrado,1789.730,42505,33.00,4428.20,4899.69,5755.34,6066.05,7392.41,7766.33,8345.57,9583.16,10436.13,10736.57,12402.18,11576.14,11905.34,11930.42,12617.32
,n_pertence,amazonia_cerrado,2976.039,31702,33.00,2905.05,3281.83,3874.96,4320.73,4945.35,5191.41,5630.86,6341.36,6456.37,6705.61,8119.58,7642.78,7786.91,7759.46,7961.51
,pertence,amazonia_cerrado,1100.275,28488,33.00,4366.63,4638.38,5214.18,5746.63,6663.66,7229.56,8005.07,9046.48,10054.83,10686.29,12594.67,11673.99,11531.42,11716.36,12628.11
,pertence,amazonia,160.462,11407,33.00,909.76,1156.87,1267.37,1710.96,1877.53,2025.88,2284.88,2655.53,2914.39,3195.32,3649.76,3406.74,3382.47,3477.73,3966.96
,n_pertence,amazonia_cerrado,1656.736,100014,33.00,26335.84,28095.85,29738.87,32011.37,35876.89,37420.37,42084.41,47132.17,51321.91,53321.60,61615.31,57060.26,56742.19,59081.25,64777.05
,pertence,amazonia,542.962,14925,33.00,1767.69,1851.30,2000.97,2996.27,3418.08,4132.67,4666.38,5421.16,5796.97,6061.76,7215.86,6729.69,6690.81,6588.11,7523.27
,pertence,amazonia,850.491,16604,33.00,1160.23,2027.66,2059.82,2237.66,2696.71,2841.11,3045.85,3506.67,3813.28,3769.55,4260.39,4195.56,4326.35,4365.74,4746.91
,pertence,amazonia,413.651,5696,33.00,519.77,603.32,635.08,732.01,891.78,958.06,1014.77,1128.23,1212.81,1278.85,1511.48,1384.83,1417.56,1379.68,1350.65
,n_pertence,cerrado,13141.162,83528,33.00,23129.63,25510.28,26640.65,29593.86,33972.35,35488.49,40125.42,46575.40,51963.38,56320.47,65506.81,63551.46,65217.64,72259.80,77709.20
,n_pertence,cerrado,2209.414,17841,33.00,2765.03,3191.73,3452.75,3934.38,4699.02,4887.58,5741.61,6475.14,7376.93,7981.56,9412.01,8736.87,8687.01,8905.00,9297.51
,n_pertence,cerrado,5187.673,82830,33.00,13363.51,15698.81,17343.88,18474.14,21505.26,22728.35,25481.23,28732.79,30856.09,33634.87,38869.47,37049.73,37324.19,39542.33,41555.62
,pertence,cerrado,3046.308,54930,33.00,4940.26,6779.29,7188.70,8588.08,10667.21,12088.97,13704.07,15651.99,17603.43,19058.20,23235.58,22126.10,23094.85,24178.49,26517.23
,n_pertence,amazonia,147.954,12049,33.00,1227.66,1437.57,1643.82,1855.79,2234.66,2399.63,2275.80,2808.93,3484.76,3788.60,4772.61,4357.65,4528.29,4626.45,3576.84
,pertence,cerrado,569.606,6524,33.00,313.29,536.93,721.83,844.98,1027.68,1007.40,1057.36,1279.65,1381.52,1435.30,1670.00,1579.69,1761.80,1761.47,3261.02
,n_pertence,cerrado,1784.640,5469,33.00,889.25,942.74,999.26,1085.37,1227.42,1311.17,1394.00,1572.39,1718.06,1911.39,2315.05,2130.70,2145.12,2322.07,2425.61
,pertence,amazonia,790.222,20344,33.00,2629.98,2880.75,3187.31,3485.83,4228.70,4603.95,4929.17,5526.41,6071.79,6287.82,7480.86,7129.58,7247.97,7195.93,7587.72
,n_pertence,cerrado,247.186,5996,33.00,1062.14,1248.15,1098.59,1257.46,1387.42,1457.34,1597.52,1782.26,1955.07,2118.99,2359.67,2191.16,2227.03,2284.28,2445.55
,n_pertence,amazonia,400.350,7949,33.00,685.19,692.95,825.99,1082.46,1241.23,1334.28,1424.58,1566.82,1736.52,1970.96,2276.74,2266.43,2306.30,2310.04,2511.37
,n_pertence,amazonia,6588.380,39049,33.00,4776.46,5108.01,5471.75,6292.14,7518.88,7858.02,8608.11,9749.68,10374.67,10767.23,12479.30,11746.25,11747.85,11679.64,12534.52
,n_pertence,amazonia,2676.980,28459,33.00,2408.77,2805.43,3155.30,3373.31,4020.58,4448.81,5270.31,6389.75,7224.59,7735.11,9938.12,9636.45,9701.70,10198.39,11585.38
,n_pertence,amazonia_cerrado,445.171,16578,33.00,1501.62,1578.29,1781.71,1915.16,2186.30,2284.27,2515.96,2901.35,3194.23,3442.88,4084.81,3944.38,4095.31,4097.77,4380.95
,n_pertence,cerrado,1073.258,33359,33.00,4807.11,5495.05,6108.31,6487.29,7502.63,7878.36,8498.92,9519.43,10378.75,10711.29,12931.24,11593.32,11941.68,12302.31,13020.00
,n_pertence,amazonia_cerrado,986.036,5577,33.00,955.91,1021.67,1235.23,1297.63,1468.20,1516.47,1686.24,1936.70,2107.49,2190.45,2576.23,2464.34,2507.84,2644.88,2786.15
,n_pertence,cerrado,1475.779,27013,33.00,1783.03,2267.87,2804.28,3094.67,3599.94,3863.64,4407.59,6180.30,6807.96,7365.34,7243.56,6943.16,7173.31,7321.88,8490.60
,n_pertence,cerrado,1582.552,22899,33.00,3323.41,3670.51,4111.95,4411.67,5124.67,5288.43,5810.90,5421.94,5786.31,6172.31,8760.92,8153.04,8162.03,8206.85,7965.95
,n_pertence,amazonia,2544.857,65237,33.00,8606.78,10222.54,10899.18,11660.14,13121.56,13775.92,15294.37,17722.04,19477.39,20498.62,24120.15,22444.62,22833.37,23417.49,25182.06
,n_pertence,amazonia_cerrado,820.968,14784,33.00,1464.88,1628.29,2259.45,2637.80,2698.91,2863.45,3160.76,3456.81,3725.46,3915.81,4718.63,4365.04,4479.52,4636.93,4863.24
,pertence,amazonia_cerrado,865.040,8446,33.00,313.45,414.04,549.53,981.36,1186.18,1394.65,1596.46,1769.58,1906.97,2082.15,2477.17,2179.23,2348.02,2145.31,2240.46
,pertence,amazonia,545.244,10593,33.00,895.85,928.00,1054.96,942.27,1188.27,1353.37,1477.02,1671.32,1840.55,2033.96,2219.75,2152.27,2235.41,2480.19,2549.42
,pertence,amazonia,662.066,19521,33.00,1594.11,1676.43,1823.93,2028.84,2435.26,2784.48,3177.82,3467.19,3794.65,3620.97,4328.79,4051.01,4029.93,3912.88,4055.26
,n_pertence,cerrado,613.529,13369,33.00,1975.12,2356.90,2671.80,3259.73,3613.89,3647.30,3905.23,4380.30,4811.86,5007.88,6063.71,5830.30,5863.54,6054.49,6406.05
,n_pertence,cerrado,1634.861,14530,33.00,907.05,1345.48,1727.24,2248.53,2720.98,3198.11,3584.11,4171.88,4409.54,4549.49,5525.18,4974.87,5244.44,5369.88,5650.13
,pertence,amazonia,773.010,20376,33.00,2425.27,2586.04,2839.45,3006.66,3528.95,3821.85,4156.96,4710.47,5156.68,5440.32,6278.46,5579.19,5631.60,5895.74,6377.31
,n_pertence,cerrado,590.267,10937,33.00,1434.46,1551.60,1674.46,1900.05,2290.66,2443.47,2864.34,3250.78,3493.34,3614.80,4198.40,4037.91,4384.77,4407.96,4800.51
,n_pertence,cerrado,6267.675,24151,33.00,5058.73,5389.31,5665.59,6381.62,7383.93,7600.33,8127.43,9273.04,10062.56,11037.15,12810.05,12545.37,12613.98,13122.91,13773.50
,pertence,amazonia,1260.977,24095,33.00,2185.27,2552.68,2738.37,3426.16,4143.71,4444.85,4940.44,5546.26,6197.77,6062.00,7387.42,7083.01,7272.88,7345.67,7912.80
,n_pertence,cerrado,5201.927,166159,33.00,31340.68,34764.91,37525.58,39992.97,46145.04,48225.99,54937.67,61588.28,66155.69,68595.94,79217.35,73758.74,73779.91,75693.97,81398.88
,pertence,amazonia,285.211,10711,33.00,1411.17,1407.01,1502.37,1527.41,1696.98,1815.34,2050.37,2329.30,2632.49,2624.04,3101.02,2927.55,3091.11,3061.87,3192.73
,pertence,amazonia,319.538,8806,33.00,720.64,719.93,845.17,1094.44,1192.73,1286.56,1392.73,1580.98,1789.21,1752.71,1989.96,1852.29,1909.28,1954.87,2069.08
,n_pertence,amazonia,1167.848,13876,33.00,474.25,886.30,1002.49,1262.02,1524.62,1658.35,1783.80,2098.12,2375.64,2517.72,2986.40,2795.71,3094.82,3148.02,3426.11
,n_pertence,amazonia,8401.003,22056,33.00,600.34,663.41,974.89,1430.10,1925.23,2326.38,2766.97,3026.18,3300.11,3656.02,4508.18,4324.65,4698.24,4976.73,5502.89
,n_pertence,cerrado,3247.385,80705,33.00,10184.61,11731.10,13125.93,14549.38,17612.94,18878.68,21495.98,24627.30,26904.77,28814.52,33584.47,31460.64,31850.28,33078.60,35917.23
,n_pertence,amazonia_cerrado,1462.809,14855,33.00,1884.89,2029.83,2292.43,2533.63,2949.22,3339.64,3651.10,4130.57,4770.11,5107.28,6086.44,5732.64,5707.26,5839.68,6210.39
,n_pertence,cerrado,4361.606,123368,33.00,18090.90,20727.79,22630.33,25384.49,29939.67,31565.13,35134.89,38341.25,40978.49,43385.42,50298.65,45661.89,45497.48,46856.24,51418.67
,n_pertence,cerrado,977.079,49804,33.00,8423.54,8961.71,9555.08,10134.87,11650.57,12151.28,13219.42,14701.45,16036.13,16590.47,19172.84,16893.72,16974.41,17322.60,18722.32
,n_pertence,cerrado,1978.695,41443,33.00,5492.62,6205.17,6724.88,7452.64,8922.73,9413.87,10578.48,11911.87,12856.25,13912.96,16015.24,14937.87,15174.52,15894.60,17529.59
,n_pertence,amazonia,725.664,16559,33.00,1242.94,1426.70,1730.45,2026.54,2477.53,2534.75,2838.56,3209.61,3380.72,3520.07,4100.49,3813.62,3983.14,4044.35,4442.72
,n_pertence,cerrado,2263.692,65788,33.00,9751.68,10586.73,11712.48,13057.93,15153.02,16105.76,17984.73,19865.21,21263.82,22368.87,25874.15,24334.26,25695.94,25594.70,27110.46
,pertence,amazonia,1257.608,32559,33.00,4559.11,4665.13,4670.91,5157.58,5898.85,6230.79,6757.21,7444.07,8101.52,8395.38,9858.18,8894.63,9065.55,9459.54,10237.10
,n_pertence,cerrado,332.249,12923,33.00,1999.85,2420.18,2836.71,3115.23,3552.15,3707.71,4105.17,4707.77,5283.78,5427.71,6757.64,6643.79,6852.04,7141.30,7758.70
,n_pertence,cerrado,358.493,23393,33.00,4756.02,5127.83,5829.32,6464.37,7429.94,7898.92,9001.30,10234.36,10681.54,11029.83,12424.05,11804.01,11522.16,11722.02,12732.60
,n_pertence,cerrado,317.494,11451,33.00,1006.17,1198.56,1349.67,1529.91,1740.42,1813.20,2104.33,2477.00,2671.48,2842.88,3217.93,2997.42,3110.17,3208.83,3425.97
,n_pertence,cerrado,452.411,16971,33.00,3360.66,3618.03,3787.12,4093.16,4587.88,4781.16,5271.45,5885.75,6280.70,6648.28,7692.07,7322.11,7445.08,7489.11,7843.98
,n_pertence,cerrado,2720.266,43097,33.00,5801.33,6893.65,8496.56,10596.80,12286.18,12612.48,12813.62,14438.14,15577.17,17144.20,20052.84,18971.22,19230.59,20005.90,20863.14
,n_pertence,cerrado,1625.822,8506,33.00,530.82,514.90,591.85,637.00,794.02,901.78,1151.66,1405.27,1586.34,1897.79,2241.98,2209.96,2329.71,2506.74,2634.83
,n_pertence,cerrado,5086.589,10559,33.00,389.99,756.43,926.49,960.20,1033.57,1068.08,1269.43,1443.24,1529.68,1669.73,2025.79,1916.22,2024.98,2046.64,2163.43
,n_pertence,cerrado,3690.610,19425,33.00,655.58,858.24,1150.18,1479.72,1756.74,2143.87,2718.79,3173.31,3461.52,3900.77,4947.45,4873.34,5289.29,5616.73,5861.44
,n_pertence,cerrado,1853.406,12662,33.00,1429.76,1564.11,1787.70,1900.90,2043.17,2398.03,2717.55,3165.59,3639.64,3877.61,4885.57,4622.49,4836.07,5319.33,5770.47
,n_pertence,cerrado,834.830,17812,33.00,2641.29,2954.31,3070.16,3334.35,3873.57,3964.20,4408.24,4874.13,5269.90,5367.00,6145.25,5857.99,6055.77,5961.58,6274.98
,pertence,amazonia,720.129,12104,33.00,552.77,834.61,894.74,1245.55,1721.05,1794.89,2132.38,2453.15,2797.97,2650.94,2984.72,2992.14,3406.10,3588.69,3932.20
,n_pertence,cerrado,883.588,17953,33.00,2580.56,2821.91,3044.27,3356.39,3801.38,4033.23,4471.59,5009.44,5425.93,5583.57,6783.58,6478.13,6377.25,6399.39,6858.06
,n_pertence,cerrado,445.856,10931,33.00,1659.07,1861.67,2000.64,2137.63,2386.71,2544.76,2796.45,3158.50,3331.97,3488.44,4128.23,3777.42,3847.51,3862.93,7026.02
,n_pertence,cerrado,615.957,18740,33.00,1667.48,2207.27,2797.10,3079.91,3660.85,4058.16,4713.38,5659.09,6485.73,7082.50,8606.73,8686.71,9146.51,9683.98,8149.60
,n_pertence,cerrado,647.989,14703,33.00,1948.87,2178.11,2395.12,2755.69,3094.55,3226.21,3539.45,3855.00,4098.05,4250.24,4918.79,4601.98,4642.40,4764.75,4812.31
,n_pertence,cerrado,401.587,7878,33.00,1149.14,1347.85,1410.55,1402.17,1609.35,1733.16,1945.70,2193.10,2406.38,2365.37,2638.41,2530.21,2629.76,2662.14,2812.21
,n_pertence,amazonia,1144.146,10121,33.00,607.33,652.10,691.39,1022.81,1307.70,1408.36,1647.15,1897.10,1982.13,2165.61,2589.81,2347.29,2337.11,2333.33,2552.28
,n_pertence,amazonia,1037.130,25502,33.00,3068.63,3378.77,3640.91,4194.12,5222.16,5622.18,6248.99,6954.71,7544.42,7781.98,9190.62,8396.20,8835.31,8813.92,9794.50
,n_pertence,cerrado,271.445,6261,33.00,1200.89,1288.36,1420.88,1499.84,1646.87,1708.53,1858.81,2046.36,2084.56,1986.52,2394.66,2119.87,2264.65,2311.27,2496.01
,n_pertence,amazonia_cerrado,8861.717,70692,33.00,7501.80,8827.85,9895.49,11162.15,13335.46,14881.62,17206.50,20911.67,23656.01,25789.91,30227.63,28704.35,29699.65,31376.40,34404.88
,pertence,amazonia,478.857,11966,33.00,1938.99,1925.91,2069.41,2102.74,2364.16,2502.97,2699.09,3021.67,3260.54,3269.63,3804.16,3540.29,3616.81,3528.63,3765.01
,pertence,amazonia_cerrado,1714.625,29143,33.00,1776.72,1801.38,2399.46,3036.98,3540.31,4133.26,4667.78,5269.49,5895.97,6122.98,7501.65,7072.94,6930.72,6765.84,6786.05
,pertence,amazonia_cerrado,1124.445,27423,33.00,1331.77,2193.78,2475.82,3156.29,3714.01,4054.14,4266.40,4714.60,5143.92,5445.99,6070.34,5490.33,5513.89,5419.88,5582.22
,n_pertence,amazonia,368.685,14470,33.00,1303.14,1366.80,1662.36,1980.88,2409.48,2665.04,2873.47,3252.45,3563.71,3821.02,4707.12,4153.38,4126.37,4190.60,4442.72
,n_pertence,cerrado,346.218,11453,33.00,2054.48,2265.03,2460.10,2627.62,2847.19,2924.80,3206.13,3523.04,3885.22,4098.46,4843.84,4456.23,4542.32,4747.14,5120.35
,n_pertence,amazonia_cerrado,1369.039,259980,33.00,92757.59,103437.10,109827.62,117583.69,137263.74,145330.59,162496.66,196344.16,206669.78,217565.32,242610.32,236824.29,237616.02,249932.62,266876.43
,n_pertence,amazonia_cerrado,1244.398,16158,33.00,434.89,644.83,1085.56,1319.96,1422.22,1530.18,2051.17,2271.36,2503.41,2708.11,3367.32,3033.39,3446.80,3360.79,3553.23
,n_pertence,amazonia_cerrado,1480.641,69233,33.00,9528.86,10451.56,11382.60,12562.79,14705.23,16095.85,17506.76,19845.23,21891.90,23006.44,26397.51,24516.49,24183.13,24652.91,26212.92
,n_pertence,amazonia,3583.423,26134,33.00,5445.94,5600.31,5867.06,6359.35,6840.32,6898.75,7255.30,8142.59,8756.74,9257.00,10885.76,10039.21,9801.36,10481.68,11560.22
,n_pertence,cerrado,591.616,10464,33.00,932.52,1031.63,1140.87,1246.96,1471.94,1607.11,1748.91,1970.39,2115.71,2170.89,2600.38,2378.18,2467.19,2453.96,2654.48
,n_pertence,cerrado,1962.362,17123,33.00,881.69,1177.87,1590.16,1737.82,1922.35,1993.01,2234.92,2516.71,2757.60,3021.18,3470.36,3243.33,3372.50,3522.16,3684.00
,n_pertence,amazonia_cerrado,1137.104,23677,33.00,4116.37,4535.02,5003.13,5548.26,6348.82,6813.31,7652.58,8826.12,9850.17,11303.47,12768.10,12455.10,12633.04,13517.10,14593.94
,n_pertence,cerrado,703.081,16228,33.00,2270.59,2395.65,2590.11,2868.98,3307.68,3462.47,3778.10,4149.83,4480.70,4707.45,5582.80,5184.25,5327.43,5372.27,5734.24
,n_pertence,amazonia,568.499,4334,33.00,498.68,502.12,656.53,800.06,978.11,1235.35,1377.11,1522.64,1614.56,1738.19,2084.61,1918.06,1980.97,1989.72,2182.46
,n_pertence,amazonia_cerrado,1240.444,50959,33.00,7618.33,8622.30,9623.60,10492.95,12218.70,13075.68,14845.72,16844.40,17922.03,19058.75,22543.99,21286.75,21316.39,21519.55,14108.94
,n_pertence,amazonia_cerrado,328.525,10900,33.00,1180.13,1434.21,1561.91,1686.66,1907.95,2059.40,2296.01,2639.50,3024.92,3260.20,3833.45,3626.81,3573.16,3603.50,3859.40
,n_pertence,amazonia_cerrado,220.776,8841,33.00,1759.38,1861.38,2021.68,2083.42,2349.92,2456.18,2713.18,3009.59,3301.94,3539.53,4177.22,3976.56,4069.67,4133.42,12717.73
,n_pertence,cerrado,631.455,16369,33.00,1758.02,2003.36,2152.34,2413.08,2810.90,3321.47,3761.94,4078.72,4327.64,4503.80,5407.00,4993.43,5163.56,5326.98,4773.34
,n_pertence,cerrado,1512.985,11280,33.00,1010.25,1169.50,1432.60,1561.19,1822.55,1882.47,2137.20,2349.47,2537.32,2741.50,3442.57,3185.39,3181.31,3220.95,3822.01
,n_pertence,cerrado,744.199,11534,33.00,1123.27,1570.00,1657.30,1837.19,2184.18,2300.56,2619.06,2934.72,3180.42,3459.61,3985.83,3688.96,3898.64,3858.90,4641.98
,n_pertence,cerrado,1063.619,7653,33.00,434.72,512.90,969.12,999.69,1171.00,1402.54,1806.75,2015.88,2163.63,2381.11,2902.96,2831.63,2863.45,3008.78,3035.17
,n_pertence,cerrado,321.932,11943,33.00,2175.55,2511.03,2766.90,2856.34,3169.51,3362.91,3660.14,4115.30,4490.76,4868.55,5563.37,5149.42,5218.38,5299.75,5642.67
,n_pertence,cerrado,3597.231,12271,33.00,1135.49,1277.24,1447.02,1576.68,1798.75,1940.14,2313.90,2680.07,2950.07,3334.43,3916.60,3819.30,3921.40,4268.10,4573.33
,pertence,amazonia,472.296,7016,33.00,634.38,725.27,827.16,1125.63,1365.98,1407.22,1545.10,1759.60,1880.29,1896.64,2352.73,2287.89,2425.12,2452.26,2599.64
,n_pertence,cerrado,434.433,20228,33.00,1843.67,2043.64,2351.75,2648.95,3083.36,3363.85,3662.66,4143.29,4413.87,4525.90,5263.09,5006.34,5103.89,5335.68,5687.59
