,sistema_costeiro,bioma,area,populacao,temp_media,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,n_pertence,caatinga_mata_atlantica,159.786,8981,32.00,1366.80,1475.30,1583.80,1692.30,1800.80,1909.30,2014.00,2107.00,2270.00,2346.00,2437.00,2560.30,2668.80,2777.30,2885.80
,n_pertence,caatinga,106.275,7489,32.00,2415.60,2496.60,2577.60,2658.60,2739.60,2820.60,2888.00,2986.00,3091.00,3134.00,3219.00,3306.60,3387.60,3468.60,3549.60
,n_pertence,caatinga,762.346,51696,32.00,13187.20,13812.50,14437.80,15063.10,15688.40,16313.70,16735.00,17698.00,18388.00,18833.00,19294.00,20065.50,20690.80,21316.10,21941.40
,n_pertence,mata_atlantica,93.187,13224,32.00,2335.20,2599.20,2863.20,3127.20,3391.20,3655.20,4036.00,4167.00,4360.00,4467.00,5206.00,5239.20,5503.20,5767.20,6031.20
,n_pertence,caatinga,1320.871,59448,32.00,9074.00,9571.00,10068.00,10565.00,11062.00,11559.00,12176.00,12451.00,12989.00,13495.00,14139.00,14541.00,15038.00,15535.00,16032.00
,pertence,mata_atlantica,445.343,210796,32.00,53835.33,56442.33,59049.33,61656.33,64263.33,66870.33,69444.00,72151.00,74658.00,76267.00,78474.67,80532.67,82590.67,84648.67,86706.67
,n_pertence,caatinga,1658.616,34778,32.00,7151.20,7403.30,7655.40,7907.50,8159.60,8411.70,8673.00,8940.00,9123.00,9401.00,9703.00,9924.30,10176.40,10428.50,10680.60
,n_pertence,caatinga,179.262,20618,32.00,6463.40,6683.30,6903.20,7123.10,7343.00,7562.90,7775.00,7970.00,8282.00,8453.00,8633.00,8882.30,9102.20,9322.10,9542.00
,n_pertence,caatinga,294.946,29065,32.00,2772.80,3082.30,3391.80,3701.30,4010.80,4320.30,4637.00,4915.00,5268.00,5564.00,5860.00,6177.30,6486.80,6796.30,7105.80
,n_pertence,caatinga,121.945,10983,32.00,2797.00,2841.80,2886.60,2931.40,2976.20,3021.00,3067.00,3116.00,3153.00,3184.00,3257.00,3289.80,3334.60,3379.40,3424.20
,n_pertence,caatinga,179.314,5744,32.00,1137.40,1200.80,1264.20,1327.60,1391.00,1454.40,1533.00,1560.00,1651.00,1698.00,1781.00,1834.80,1898.20,1961.60,2025.00
,n_pertence,mata_atlantica,51.321,159945,32.00,40475.80,41855.30,43234.80,44614.30,45993.80,47373.30,48802.00,50122.00,51305.00,53139.00,54191.00,55650.30,57029.80,58409.30,59788.80
,n_pertence,caatinga_mata_atlantica,71.985,19032,32.00,4627.00,4816.20,5005.40,5194.60,5383.80,5573.00,5773.00,5920.00,6175.00,6312.00,6523.00,6708.20,6897.40,7086.60,7275.80
,n_pertence,mata_atlantica,39.116,8592,32.00,1806.00,1920.80,2035.60,2150.40,2265.20,2380.00,2574.00,2594.00,2636.00,2746.00,3072.00,3068.80,3183.60,3298.40,3413.20
,n_pertence,caatinga_mata_atlantica,423.168,24743,32.00,6021.20,6189.50,6357.80,6526.10,6694.40,6862.70,7018.00,7193.00,7408.00,7526.00,7693.00,7872.50,8040.80,8209.10,8377.40
,n_pertence,caatinga,336.329,20048,32.00,2877.80,3078.20,3278.60,3479.00,3679.40,3879.80,4051.00,4285.00,4527.00,4693.00,4849.00,5082.20,5282.60,5483.00,5683.40
,n_pertence,caatinga,427.802,19666,32.00,4625.60,4911.10,5196.60,5482.10,5767.60,6053.10,6389.00,6621.00,6839.00,7144.00,7555.00,7766.10,8051.60,8337.10,8622.60
,n_pertence,caatinga,1004.667,13117,32.00,2018.80,2120.00,2221.20,2322.40,2423.60,2524.80,2637.00,2693.00,2856.00,2933.00,3023.00,3132.00,3233.20,3334.40,3435.60
,n_pertence,mata_atlantica,147.017,85131,32.00,15151.00,16712.90,18274.80,19836.70,21398.60,22960.50,25236.00,25990.00,27024.00,27881.00,32100.00,32331.90,33893.80,35455.70,37017.60
,n_pertence,caatinga_mata_atlantica,923.150,369343,32.00,89265.00,94728.40,100191.80,105655.20,111118.60,116582.00,121311.00,127925.00,133819.00,138431.00,143375.00,149362.40,154825.80,160289.20,165752.60
,n_pertence,caatinga_mata_atlantica,115.868,14395,32.00,3196.20,3296.10,3396.00,3495.90,3595.80,3695.70,3791.00,3890.00,4017.00,4087.00,4192.00,4295.10,4395.00,4494.90,4594.80
,n_pertence,caatinga_mata_atlantica,207.244,43778,32.00,8350.60,8751.50,9152.40,9553.30,9954.20,10355.10,10689.00,11089.00,11775.00,11996.00,12240.00,12760.50,13161.40,13562.30,13963.20
,n_pertence,caatinga,148.746,11972,32.00,2000.00,2142.00,2284.00,2426.00,2568.00,2710.00,2856.00,2999.00,3127.00,3265.00,3433.00,3562.00,3704.00,3846.00,3988.00
,n_pertence,mata_atlantica,48.993,13641,32.00,2556.00,2685.00,2814.00,2943.00,3072.00,3201.00,3330.00,3459.00,3628.00,3726.00,3141.40,3141.40,3141.40,3141.40,3141.40
,n_pertence,caatinga_mata_atlantica,84.848,21929,32.00,4528.00,4747.20,4966.40,5185.60,5404.80,5624.00,5805.00,6070.00,6342.00,6510.00,6681.00,6939.20,7158.40,7377.60,7596.80
,n_pertence,mata_atlantica,89.645,26755,32.00,5529.60,5865.60,6201.60,6537.60,6873.60,7209.60,7683.00,7829.00,8121.00,8355.00,9100.00,9225.60,9561.60,9897.60,10233.60
,n_pertence,mata_atlantica,317.793,18327,32.00,2766.20,2947.40,3128.60,3309.80,3491.00,3672.20,3895.00,4060.00,4168.00,4250.00,4706.00,4759.40,4940.60,5121.80,5303.00
,n_pertence,mata_atlantica,101.316,12543,32.00,2714.20,2881.30,3048.40,3215.50,3382.60,3549.70,3734.00,3754.00,4205.00,4231.00,4331.00,4552.30,4719.40,4886.50,5053.60
,n_pertence,caatinga,292.231,9494,32.00,5032.77,5664.25,5207.43,5294.77,5382.10,5469.43,5560.00,5608.00,5759.00,5859.00,5664.25,5958.50,6063.30,6168.10,6272.90
,n_pertence,caatinga_mata_atlantica,95.155,24237,32.00,7518.40,7787.80,8057.20,8326.60,8596.00,8865.40,9126.00,9389.00,9705.00,9961.00,10187.00,10481.80,10751.20,11020.60,11290.00
,n_pertence,caatinga,1404.126,37633,32.00,8935.00,9434.10,9933.20,10432.30,10931.40,11430.50,11864.00,12467.00,12981.00,13468.00,13859.00,14425.10,14924.20,15423.30,15922.40
,n_pertence,caatinga,1539.052,19246,32.00,3627.00,3857.50,4088.00,4318.50,4549.00,4779.50,4919.00,5289.00,5556.00,5750.00,5841.00,6162.50,6393.00,6623.50,6854.00
,n_pertence,mata_atlantica,342.201,69701,32.00,16088.40,16434.50,16780.60,17126.70,17472.80,17818.90,18104.00,18559.00,18865.00,19288.00,19470.00,19895.50,20241.60,20587.70,20933.80
,n_pertence,caatinga,1336.786,31709,32.00,7545.60,7943.60,8341.60,8739.60,9137.60,9535.60,9859.00,10360.00,10836.00,11128.00,11465.00,11923.60,12321.60,12719.60,13117.60
,n_pertence,caatinga_mata_atlantica,107.726,22360,32.00,5411.20,5691.50,5971.80,6252.10,6532.40,6812.70,7074.00,7379.00,7706.00,7888.00,8221.00,8494.50,8774.80,9055.10,9335.40
,pertence,mata_atlantica,18.609,3140,32.00,428.00,441.40,454.80,468.20,481.60,495.00,512.00,525.00,533.00,529.00,577.00,575.40,588.80,602.20,615.60
,n_pertence,mata_atlantica,92.516,12216,32.00,2390.40,2542.50,2694.60,2846.70,2998.80,3150.90,3367.00,3468.00,3527.00,3625.00,4049.00,4063.50,4215.60,4367.70,4519.80
,n_pertence,caatinga,995.558,22612,32.00,4511.60,4690.10,4868.60,5047.10,5225.60,5404.10,5607.00,5753.00,5897.00,6130.00,6311.00,6475.10,6653.60,6832.10,7010.60
,n_pertence,caatinga,3644.169,33488,32.00,5868.30,6154.00,6439.70,6725.40,7011.10,7296.80,7582.50,7898.00,8139.00,8380.00,8770.00,9011.00,9296.70,9582.40,9868.10
,n_pertence,caatinga,212.707,15633,32.00,4944.80,5081.00,5217.20,5353.40,5489.60,5625.80,5762.00,5877.00,6045.00,6213.00,6275.00,6443.00,6579.20,6715.40,6851.60
,n_pertence,mata_atlantica,255.961,31578,32.00,5256.40,5412.00,5567.60,5723.20,5878.80,6034.40,6190.00,6232.00,6558.00,6884.00,6642.00,6968.00,7123.60,7279.20,7434.80
,n_pertence,caatinga_mata_atlantica,458.552,141347,32.00,32275.10,34029.00,35782.90,37536.80,39290.70,41044.60,42798.50,44230.00,46742.00,48156.00,49605.00,51568.00,53321.90,55075.80,56829.70
,n_pertence,mata_atlantica,234.214,30847,32.00,5414.53,5681.70,5948.87,6216.03,6483.20,6750.37,6979.00,7233.00,7664.00,7904.00,7227.45,8246.50,8567.10,8887.70,9208.30
,pertence,mata_atlantica,445.405,80345,32.00,23237.80,24059.60,24881.40,25703.20,26525.00,27346.80,28217.00,28886.00,29840.00,30698.00,31420.00,32277.60,33099.40,33921.20,34743.00
,n_pertence,caatinga,521.690,7586,32.00,1434.00,1523.80,1613.60,1703.40,1793.20,1883.00,1956.00,2051.00,2192.00,2265.00,2298.00,2421.80,2511.60,2601.40,2691.20
,n_pertence,caatinga_mata_atlantica,503.946,85309,32.00,27580.60,28634.50,29688.40,30742.30,31796.20,32850.10,33666.00,35110.00,36271.00,37043.00,37969.00,39173.50,40227.40,41281.30,42335.20
,n_pertence,caatinga,635.137,19284,32.00,3198.80,3407.10,3615.40,3823.70,4032.00,4240.30,4443.00,4639.00,4906.00,5068.00,5270.00,5490.10,5698.40,5906.70,6115.00
,n_pertence,caatinga,1906.437,29585,32.00,5844.20,6126.50,6408.80,6691.10,6973.40,7255.70,7554.00,7692.00,8266.00,8379.00,8622.00,8949.50,9231.80,9514.10,9796.40
,n_pertence,caatinga,189.596,7773,32.00,1978.60,2051.90,2125.20,2198.50,2271.80,2345.10,2426.00,2480.00,2565.00,2643.00,2711.00,2784.90,2858.20,2931.50,3004.80
,pertence,mata_atlantica,306.879,119690,32.00,22981.80,24130.60,25279.40,26428.20,27577.00,28725.80,30152.00,30923.00,31694.00,33469.00,34623.00,35618.60,36767.40,37916.20,39065.00
,n_pertence,caatinga,838.132,12265,32.00,2992.60,3084.90,3177.20,3269.50,3361.80,3454.10,3545.00,3631.00,3756.00,3802.00,3921.00,4007.90,4100.20,4192.50,4284.80
,pertence,mata_atlantica,1168.158,27076,32.00,28618.40,26729.20,24840.00,22950.80,21061.60,19172.40,15083.00,15333.00,15735.00,16139.00,5234.00,7837.20,5948.00,4058.80,2169.60
,n_pertence,caatinga,243.586,24034,32.00,7744.40,7266.10,6787.80,6309.50,5831.20,5352.90,4211.00,4357.00,4590.00,4868.00,1564.00,2483.10,2004.80,1526.50,1048.20
,n_pertence,caatinga,521.801,4537,32.00,1053.50,1396.96,1148.50,1196.00,1243.50,1291.00,1329.00,1388.00,1439.00,1502.00,1396.96,1557.00,1614.00,1671.00,1728.00
,pertence,mata_atlantica,693.914,99101,32.00,58381.00,54456.50,50532.00,46607.50,42683.00,38758.50,29397.00,30920.00,32636.00,33475.00,8497.00,15211.50,11287.00,7362.50,3438.00
,n_pertence,caatinga,430.038,31515,32.00,5060.00,5451.00,5842.00,6233.00,6624.00,7015.00,7406.00,7797.00,8188.00,8346.00,34818.00,29887.30,35406.80,40926.30,46445.80
,n_pertence,caatinga,1061.694,5013,32.00,1124.00,1162.00,1200.00,1238.00,1276.00,1314.00,1352.00,1390.00,1428.00,1452.00,7993.00,6724.60,8058.20,9391.80,10725.40
,n_pertence,caatinga,66.146,26268,32.00,6492.83,6627.33,6761.83,6896.33,7030.83,7165.33,7328.00,7378.00,7597.00,7824.00,16611.00,15051.20,16952.40,18853.60,20754.80
,n_pertence,mata_atlantica,304.006,36495,32.00,9395.20,9649.30,9903.40,10157.50,10411.60,10665.70,10916.00,11175.00,11458.00,11634.00,11957.00,12190.30,12444.40,12698.50,12952.60
,n_pertence,caatinga,404.850,13492,32.00,4919.80,5029.50,5139.20,5248.90,5358.60,5468.30,5570.00,5729.00,5758.00,5894.00,6036.00,6126.50,6236.20,6345.90,6455.60
,pertence,mata_atlantica,73.968,27144,32.00,5600.40,5686.50,5772.60,5858.70,5944.80,6030.90,6166.00,6138.00,6301.00,6351.00,6490.00,6547.50,6633.60,6719.70,6805.80
,n_pertence,mata_atlantica,162.739,17056,32.00,4096.80,4201.70,4306.60,4411.50,4516.40,4621.30,4738.00,4809.00,4947.00,5038.00,5148.00,5250.70,5355.60,5460.50,5565.40
,pertence,mata_atlantica,258.724,711330,32.00,182792.20,186186.10,189580.00,192973.90,196367.80,199761.70,204373.00,205531.00,209211.00,212988.00,217614.00,220125.10,223519.00,226912.90,230306.80
,n_pertence,mata_atlantica,87.208,11632,32.00,2749.00,2834.50,2920.00,3005.50,3091.00,3176.50,3298.00,3343.00,3393.00,3468.00,3663.00,3689.50,3775.00,3860.50,3946.00
,n_pertence,caatinga,714.601,17305,32.00,4705.47,6045.57,5076.13,5261.47,5446.80,5632.13,5794.00,5958.00,6274.00,6430.00,6045.57,6670.00,6892.40,7114.80,7337.20
,n_pertence,caatinga,277.862,14904,32.00,3603.20,3669.50,3735.80,3802.10,3868.40,3934.70,4007.00,4085.00,4106.00,4178.00,4292.00,4332.50,4398.80,4465.10,4531.40
,n_pertence,caatinga_mata_atlantica,134.147,33570,32.00,8604.60,8886.10,9167.60,9449.10,9730.60,10012.10,10330.00,10529.00,10862.00,11120.00,11442.00,11701.10,11982.60,12264.10,12545.60
,n_pertence,mata_atlantica,121.901,15999,32.00,3336.40,3437.30,3538.20,3639.10,3740.00,3840.90,3962.00,3959.00,4228.00,4246.00,4323.00,4446.30,4547.20,4648.10,4749.00
,n_pertence,caatinga,120.604,11545,32.00,2842.40,2922.70,3003.00,3083.30,3163.60,3243.90,3323.00,3399.00,3502.00,3552.00,3648.00,3725.70,3806.00,3886.30,3966.60
,n_pertence,caatinga,104.994,15007,32.00,3249.00,3482.00,3715.00,3948.00,4181.00,4414.00,4607.00,4885.00,5171.00,5375.00,5527.00,5812.00,6045.00,6278.00,6511.00
,n_pertence,caatinga_mata_atlantica,148.254,15483,32.00,3399.45,4966.72,3832.95,4049.70,4266.45,4483.20,4664.00,4913.00,5162.00,5448.00,4966.72,5697.00,5957.10,6217.20,6477.30
,n_pertence,mata_atlantica,69.666,18429,32.00,6811.40,6685.50,6559.60,6433.70,6307.80,6181.90,7395.00,4225.00,4486.00,8074.00,4841.00,5426.50,5300.60,5174.70,5048.80
,n_pertence,mata_atlantica,56.131,21490,32.00,2035.40,2592.90,3150.40,3707.90,4265.40,4822.90,4060.00,7584.00,7859.00,4669.00,8305.00,8167.90,8725.40,9282.90,9840.40
,n_pertence,mata_atlantica,198.762,13300,32.00,2426.60,2574.20,2721.80,2869.40,3017.00,3164.60,3310.00,3467.00,3614.00,3729.00,3917.00,4050.20,4197.80,4345.40,4493.00
,n_pertence,caatinga_mata_atlantica,224.947,16345,32.00,4819.20,4884.50,4949.80,5015.10,5080.40,5145.70,5204.00,5270.00,5383.00,5371.00,5480.00,5537.50,5602.80,5668.10,5733.40
,n_pertence,caatinga,1850.070,26090,32.00,5554.60,5662.00,5769.40,5876.80,5984.20,6091.60,6134.00,6343.00,6510.00,6479.00,6603.00,6736.00,6843.40,6950.80,7058.20
,n_pertence,caatinga,189.096,40883,32.00,11384.80,11892.40,12400.00,12907.60,13415.20,13922.80,14355.00,14975.00,15544.00,15947.00,16407.00,16968.40,17476.00,17983.60,18491.20
,n_pertence,caatinga_mata_atlantica,273.733,56149,32.00,16609.20,17164.80,17720.40,18276.00,18831.60,19387.20,19977.00,20309.00,21244.00,21661.00,22079.00,22720.80,23276.40,23832.00,24387.60
,n_pertence,mata_atlantica,108.049,25565,32.00,6571.60,6745.60,6919.60,7093.60,7267.60,7441.60,7642.00,7790.00,7924.00,8110.00,8352.00,8485.60,8659.60,8833.60,9007.60
,n_pertence,mata_atlantica,60.036,16549,32.00,2989.00,3102.70,3216.40,3330.10,3443.80,3557.50,3683.00,3771.00,3906.00,3992.00,4141.00,4239.70,4353.40,4467.10,4580.80
,n_pertence,caatinga,344.725,22110,32.00,2382.40,2555.90,2729.40,2902.90,3076.40,3249.90,3465.00,3511.00,3810.00,3956.00,4110.00,4290.90,4464.40,4637.90,4811.40
,n_pertence,mata_atlantica,199.865,11098,32.00,3164.20,3228.00,3291.80,3355.60,3419.40,3483.20,3568.00,3584.00,3685.00,3714.00,3822.00,3866.00,3929.80,3993.60,4057.40
,n_pertence,caatinga,821.676,15548,32.00,2950.20,3134.00,3317.80,3501.60,3685.40,3869.20,4053.00,4167.00,4348.00,4515.00,4687.00,4838.80,5000.40,5162.00,5323.60
,n_pertence,caatinga,196.073,11269,32.00,3962.20,5368.60,6775.00,8181.40,9587.80,10994.20,12400.60,13807.00,15213.40,16195.70,17178.00,18160.30,20879.60,23598.90,26318.20
,n_pertence,mata_atlantica,130.572,63792,32.00,22394.00,21498.20,20602.40,19706.60,18810.80,17915.00,15619.00,16279.00,16555.00,16811.00,10874.00,12540.20,11644.40,10748.60,9852.80
,n_pertence,mata_atlantica,41.300,32673,32.00,13036.40,12614.50,12192.60,11770.70,11348.80,10926.90,9819.00,10100.00,10302.00,10651.00,7434.00,8395.50,7973.60,7551.70,7129.80
,pertence,mata_atlantica,138.662,393734,32.00,115843.60,117973.00,120102.40,122231.80,124361.20,126490.60,128516.00,130195.00,133214.00,136417.00,136052.00,139267.00,141396.40,143525.80,145655.20
,n_pertence,caatinga_mata_atlantica,554.760,23985,32.00,5994.90,6135.90,6276.90,6417.90,6558.90,6699.90,6793.00,7004.00,7166.00,7303.00,6951.69,7489.50,7658.70,7827.90,7997.10
,n_pertence,caatinga,2381.570,15309,32.00,2971.50,3023.50,3075.50,3127.50,3179.50,3231.50,3277.00,3353.00,3372.00,3444.00,22327.00,18611.90,22431.00,26250.10,30069.20
,n_pertence,caatinga,339.291,70466,32.00,12745.60,13300.80,13856.00,14411.20,14966.40,15521.60,18804.00,20211.00,4307.00,21857.00,20757.00,18852.80,19408.00,19963.20,20518.40
,n_pertence,mata_atlantica,168.796,63745,32.00,37415.60,34725.00,32034.40,29343.80,26653.20,23962.60,17411.00,18378.00,20263.00,20510.00,2892.00,7819.00,5128.40,2437.80,19926.70
,n_pertence,mata_atlantica,380.428,7509,32.00,2278.67,2340.67,2402.67,2464.67,2526.67,2588.67,2650.67,2713.00,2774.00,2837.00,9073.00,7894.00,9187.80,10481.60,11775.40
,n_pertence,caatinga_mata_atlantica,185.371,26438,32.00,15100.20,14158.10,13216.00,12273.90,11331.80,10389.70,8259.00,8508.00,8775.00,8945.00,3330.00,4737.10,3795.00,2852.90,1910.80
,n_pertence,caatinga,2609.548,11608,32.00,3838.37,3838.37,13.00,551.75,1090.50,1245.50,2682.00,2830.00,2992.00,3159.00,6494.00,6017.30,6812.60,7607.90,8403.20
,n_pertence,caatinga,326.757,22198,32.00,3189.50,3557.00,3924.50,4292.00,4659.50,5027.00,5441.00,5669.00,6176.00,6323.00,11096.00,10530.20,11726.60,12923.00,14119.40
,n_pertence,caatinga_mata_atlantica,269.651,28856,32.00,343.00,1733.30,3123.60,4513.90,5904.20,7294.50,9809.00,9993.00,10371.00,10794.00,16360.00,15636.30,17026.60,18416.90,19807.20
,n_pertence,mata_atlantica,96.932,57346,32.00,13065.50,13336.00,13606.50,13877.00,14147.50,14418.00,14697.00,14942.00,15238.00,15765.00,114968.00,95531.50,115668.00,135804.50,155941.00
,pertence,mata_atlantica,921.477,336919,32.00,84592.00,87729.00,90866.00,94003.00,97140.00,100277.00,103414.00,106551.00,108747.00,111570.33,114236.83,116903.33,119569.83,122236.33,124902.83
,n_pertence,caatinga,980.876,22716,32.00,4871.67,5025.67,5179.67,5333.67,5487.67,5641.67,5806.00,5929.00,6114.00,6259.00,23163.00,19967.40,23471.80,26976.20,30480.60
,n_pertence,caatinga,1056.592,68067,32.00,34498.60,32652.30,30806.00,28959.70,27113.40,25267.10,21070.00,21436.00,22194.00,22769.00,11172.00,14189.30,12343.00,10496.70,8650.40
,n_pertence,caatinga,4561.870,37246,32.00,6792.00,7231.00,7670.00,8109.00,8548.00,8987.00,9426.00,9902.00,10230.00,10780.00,11182.00,11621.00,12060.00,12499.00,12938.00
,n_pertence,caatinga,204.329,359372,32.00,219856.80,202986.70,186116.60,169246.50,152376.40,135506.30,95814.00,102221.00,106906.00,113930.00,5609.00,34285.70,17415.60,545.50,110201.15
,n_pertence,caatinga,239.876,11308,32.00,1368.60,1916.10,2463.60,3011.10,3558.60,4106.10,5102.00,5167.00,5321.00,5460.00,7693.00,7391.10,7938.60,8486.10,9033.60
,n_pertence,mata_atlantica,113.112,27204,32.00,13458.30,12368.90,11279.50,10190.10,8955.80,8301.10,6777.00,6994.00,7209.00,7409.00,3296.00,4372.90,3718.20,3063.50,2408.80
,n_pertence,mata_atlantica,230.617,15231,32.00,0.00,0.00,0.00,0.00,0.00,1378.70,2971.00,2998.00,3205.00,3245.00,7034.00,6402.50,7239.80,8077.10,8914.40
,n_pertence,mata_atlantica,210.705,26309,32.00,11005.00,10373.10,9741.20,9109.30,8477.40,7845.50,6437.00,6578.00,6733.00,6869.00,3132.00,4054.10,3422.20,2790.30,2158.40
,n_pertence,caatinga,218.843,6796,32.00,2132.50,2231.60,2330.70,2429.80,2528.90,2628.00,2732.00,2814.00,2935.00,3022.00,534898.00,428642.20,535096.20,641550.20,748004.20
,pertence,mata_atlantica,314.003,1661017,32.00,1213469.00,1113994.90,1014520.80,915046.70,815572.60,716098.50,512828.00,516911.00,520170.00,529118.00,9354.00,119253.90,19779.80,616624.40,616624.40
,n_pertence,caatinga,289.733,20744,32.00,2240.80,3130.30,4019.80,4909.30,5798.80,6688.30,8107.00,8442.00,8895.00,9129.00,12211.00,12025.30,12914.80,13804.30,14693.80
,n_pertence,mata_atlantica,227.458,47813,32.00,20169.00,18945.50,17722.00,16498.50,15275.00,14051.50,11448.00,11650.00,11696.00,11911.00,5200.00,6710.50,5487.00,4263.50,3040.00
,pertence,mata_atlantica,190.455,23719,32.00,7226.00,6919.80,6613.60,6307.40,6001.20,5695.00,5030.00,5060.00,5181.00,5164.00,3447.00,3857.80,3551.60,3245.40,2939.20
,n_pertence,caatinga_mata_atlantica,87.217,9600,32.00,3520.60,3424.80,3329.00,3233.20,3137.40,3041.60,2722.00,2864.00,2952.00,3116.00,2117.00,2466.80,2371.00,2275.20,2179.40
,n_pertence,caatinga,1678.564,11214,32.00,1864.67,1893.67,1922.67,1951.67,1980.67,2009.67,2049.00,2047.00,2107.00,2099.00,20080.00,16510.60,20122.00,23733.40,27344.80
,n_pertence,caatinga,251.549,61561,32.00,33841.60,31536.70,29231.80,26926.90,24622.00,22317.10,16879.00,17713.00,18527.00,19364.00,4529.00,8487.70,6182.80,3877.90,1573.00
,n_pertence,caatinga_mata_atlantica,268.686,15880,32.00,4417.70,209.60,857.00,1504.40,2151.80,2799.20,3957.00,4077.00,4245.00,4391.00,7037.00,6683.60,7331.00,7978.40,8625.80
,n_pertence,caatinga,1245.983,27308,32.00,8734.40,8416.00,8097.60,7779.20,7460.80,7142.40,6293.00,6460.00,6802.00,6900.00,4481.00,5232.00,4913.60,4595.20,4276.80
,n_pertence,caatinga,114.932,15713,32.00,5023.00,4898.00,4773.00,4648.00,4523.00,4398.00,3977.00,4120.00,4428.00,4356.00,3234.00,3648.00,3523.00,3398.00,3273.00
,n_pertence,caatinga,335.309,12708,32.00,1802.00,1949.00,2096.00,2243.00,2390.00,2537.00,2684.00,2831.00,2938.00,3061.00,38087.00,31231.00,38334.60,45438.20,52541.80
,n_pertence,caatinga,1005.341,111812,32.00,72251.80,66865.40,61479.00,56092.60,50706.20,45319.80,32852.00,34634.00,36399.00,37362.00,4556.00,13001.40,7615.00,2228.60,37240.20
,n_pertence,caatinga,3000.774,14645,32.00,6439.00,6439.00,6439.00,6439.00,722.00,1865.40,4089.00,4278.00,3921.00,4490.00,9700.00,8725.80,9869.20,11012.60,12156.00
,n_pertence,caatinga,92.148,42266,32.00,13130.80,12527.60,11924.40,11321.20,10718.00,10114.80,8331.00,9125.00,9422.00,9541.00,5107.00,6495.60,5892.40,5289.20,4686.00
,n_pertence,caatinga,200.327,14308,32.00,5394.60,5282.30,5170.00,5057.70,4945.40,4833.10,4443.00,4610.00,4763.00,4957.00,3708.00,4159.30,4047.00,3934.70,3822.40
,n_pertence,caatinga,160.477,11914,32.00,5302.50,5302.50,5302.50,5302.50,412.00,1390.10,3225.00,3364.00,3452.00,3567.00,8014.00,7258.70,8236.80,9214.90,10193.00
,n_pertence,mata_atlantica,719.148,16239,32.00,10434.80,10434.80,10434.80,10434.80,10434.80,10434.80,2892.00,2993.00,3123.00,3233.00,15159.00,12912.20,15389.60,17867.00,20344.40
,n_pertence,caatinga,382.483,60567,32.00,11416.20,11758.80,12101.40,12444.00,12786.60,13129.20,13357.00,13704.00,14396.00,14812.00,14516.00,15184.80,15527.40,15870.00,16212.60
,n_pertence,caatinga_mata_atlantica,258.334,37488,32.00,23085.80,21697.50,20309.20,18920.90,17532.60,16144.30,12959.00,13349.00,13792.00,14210.00,5587.00,7814.50,6426.20,5037.90,3649.60
,n_pertence,caatinga_mata_atlantica,232.070,23002,32.00,1511.00,1995.20,2479.40,2963.60,3447.80,3932.00,4696.00,4902.00,5109.00,5296.00,6920.00,6837.20,7321.40,7805.60,8289.80
,n_pertence,caatinga_mata_atlantica,69.184,21439,32.00,6952.20,881.20,1815.20,2749.20,3683.20,4617.20,6342.00,6466.00,6645.00,6796.00,10847.00,10221.20,11155.20,12089.20,13023.20
,pertence,mata_atlantica,1474.086,21868,32.00,6317.58,6465.50,6613.42,6761.33,6909.25,7057.17,7263.00,7269.00,7436.00,7799.00,7321.30,7885.50,8063.00,8240.50,8418.00
,n_pertence,caatinga,780.852,34082,32.00,4658.80,5322.70,5986.60,6650.50,7314.40,7978.30,8809.00,9285.00,9787.00,10396.00,11573.00,11961.70,12625.60,13289.50,13953.40
,n_pertence,caatinga,264.190,34210,32.00,22666.05,22666.05,22666.05,22666.05,22666.05,1572.30,10734.00,11025.00,11117.00,11228.00,34070.00,29697.30,34384.80,39072.30,43759.80
,n_pertence,mata_atlantica,113.985,114910,32.00,65568.60,60692.70,55816.80,50940.90,46065.00,41189.10,30566.00,31380.00,32303.00,33363.00,5195.00,11933.70,7057.80,2181.90,33875.25
,n_pertence,mata_atlantica,2980.007,18150,32.00,3823.00,3949.00,4075.00,4201.00,4327.00,4453.00,4579.00,4705.00,4859.00,5029.00,31027.00,26005.80,31327.80,36649.80,41971.80
,n_pertence,caatinga,1535.190,87467,32.00,54696.60,50791.80,46887.00,42982.20,39077.40,35172.60,25800.00,27766.00,28669.00,29794.00,5262.00,11743.80,7839.00,3934.20,29.40
,n_pertence,caatinga,2421.527,19226,32.00,7713.40,7713.40,7713.40,7713.40,379.40,1846.20,4649.00,4762.00,4922.00,5072.00,11828.00,10647.00,12113.80,13580.60,15047.40
,n_pertence,caatinga,374.321,36189,32.00,7918.30,8290.30,8662.30,9034.30,9406.30,9778.30,10122.00,10441.00,10993.00,11426.00,0.00,11861.50,12307.90,12754.30,13200.70
,pertence,mata_atlantica,404.287,46845,32.00,7258.35,7498.60,7738.85,7979.10,8219.35,8459.60,8573.00,9020.00,9305.00,9439.00,0.00,9805.00,10093.30,10381.60,10669.90
,n_pertence,caatinga,138.398,6034,32.00,1564.20,1615.50,1666.80,1718.10,1769.40,1820.70,1873.00,1917.00,1982.00,2026.00,2075.00,2128.50,2179.80,2231.10,2282.40
,n_pertence,caatinga,252.896,66192,32.00,16756.80,17473.70,18190.60,18907.50,19624.40,20341.30,20997.00,21773.00,22616.00,23212.00,23862.00,24642.70,25359.60,26076.50,26793.40
